DonorName,Textbox5,GeographicAreaCode_ISO2,GeographicAreaCode_ISO3,GeographicAreaName,DonorParentName,ReplenishmentCycle,Indicator,TransactionType,SourceCurrency,Year,Month,Amount
Children's Investment Fund Foundation,,,,,Foundation,2014-2016,Pledge,USD Equivalent,USD,2016,Dec,-3839943
Children's Investment Fund Foundation,,,,,Foundation,2020-2022,Pledge,Source Currency,USD,2019,Oct,25000000
Co-Impact,,,,,Private Sector & Nongovernment,2017-2019,Contribution,USD Equivalent,USD,2019,Aug,700000
Takeda Pharmaceutical,,,,,Corporation,2020-2022,Contribution,Source Currency,JPY,2020,Dec,188000000
Bill & Melinda Gates Foundation,,,,,Foundation,2011-2013,Contribution,USD Equivalent,USD,2013,Dec,150000000
Other Private Sector,,,,,Private Sector & Nongovernment,2014-2016,Contribution,USD Equivalent,CHF,2015,Jun,1324
Gift from Africa,,,,,Corporation,2011-2013,Contribution,Source Currency,USD,2013,Dec,349917.13
United Nations Foundation,,,,,Private Sector & Nongovernment,2014-2016,Pledge,Source Currency,USD,2015,Sep,73300
Goodbye Malaria - Sonhos Social Capital / Relate Trust ZA,[5],,,,Corporation,2020-2022,Pledge,USD Equivalent,USD,2019,Oct,5500000
Other Private Sector,,,,,Private Sector & Nongovernment,2008-2010,Contribution,USD Equivalent,USD,2010,Dec,21187
Product (RED),,,,,Corporation,2017-2019,Contribution,Source Currency,USD,2018,Jul,73020
Product (RED),,,,,Corporation,2020-2022,Contribution,Source Currency,USD,2020,Sep,2911991
Product (RED),,,,,Corporation,2020-2022,Contribution,Source Currency,GBP,2020,Oct,407906
Bill & Melinda Gates Foundation,,,,,Foundation,2017-2019,Contribution,USD Equivalent,USD,2018,Nov,17500000
Bill & Melinda Gates Foundation,,,,,Foundation,2014-2016,Pledge,Source Currency,USD,2018,Dec,2773488
Anglo American plc,,,,,Corporation,2011-2013,Contribution,USD Equivalent,USD,2014,Jan,1000000
United Nations Foundation,,,,,Private Sector & Nongovernment,2001-2005,Contribution,Source Currency,USD,2005,Dec,756831
Comic Relief,,,,,Foundation,2017-2019,Contribution,Source Currency,USD,2018,Dec,2700000
Bill & Melinda Gates Foundation,,,,,Foundation,2011-2013,Contribution,USD Equivalent,USD,2012,Dec,150000000
Other Private Sector,,,,,Private Sector & Nongovernment,2017-2019,Contribution,Source Currency,USD,2017,Sep,-174044
Bill & Melinda Gates Foundation,,,,,Foundation,2020-2022,Contribution,USD Equivalent,USD,2021,Oct,242946158
Bill & Melinda Gates Foundation,,,,,Foundation,2020-2022,Contribution,USD Equivalent,USD,2020,Jun,6029135
Product (RED),,,,,Corporation,2014-2016,Contribution,USD Equivalent,USD,2015,Jun,217470
Munich Re,,,,,Corporation,2014-2016,Contribution,USD Equivalent,USD,2017,Mar,250
Tahir Foundation,,,,,Individual,2014-2016,Contribution,USD Equivalent,IDR,2015,Dec,1861540.87
United Nations Foundation,,,,,Private Sector & Nongovernment,2017-2019,Contribution,Source Currency,USD,2018,Dec,57092
Product (RED),,,,,Corporation,2014-2016,Contribution,USD Equivalent,USD,2014,Oct,886116
Bill & Melinda Gates Foundation,,,,,Foundation,2020-2022,Contribution,USD Equivalent,USD,2021,Jun,5187175
Bill & Melinda Gates Foundation,,,,,Foundation,2020-2022,Contribution,USD Equivalent,USD,2020,Dec,242478448
United Nations Foundation,,,,,Private Sector & Nongovernment,2014-2016,Contribution,Source Currency,USD,2015,Mar,200995
Ecobank,,,,,Corporation,2014-2016,Contribution,USD Equivalent,USD,2016,Jul,250000
United Methodist Church,,,,,Faith-Based Organization,2011-2013,Contribution,USD Equivalent,USD,2011,Dec,1590000
Other Private Sector,,,,,Private Sector & Nongovernment,2014-2016,Contribution,USD Equivalent,USD,2014,Feb,450000
Comic Relief,,,,,Foundation,2017-2019,Contribution,Source Currency,GBP,2019,Mar,2500000
"KN Cam Ranh Co., Ltd.",,,,,Private Sector & Nongovernment,2020-2022,Pledge,USD Equivalent,USD,2019,Aug,1000000
United Nations Foundation,,,,,Private Sector & Nongovernment,2001-2005,Pledge,Source Currency,USD,2005,Dec,756831
Bill & Melinda Gates Foundation,,,,,Foundation,2006-2007,Contribution,Source Currency,USD,2007,Dec,100000000
Idol Gives Back,,,,,Private Sector & Nongovernment,2006-2007,Pledge,Source Currency,USD,2007,Dec,3000000
Product (RED),,,,,Corporation,2020-2022,Contribution,Source Currency,USD,2019,Nov,106206
Other Private Sector,,,,,Private Sector & Nongovernment,2014-2016,Contribution,Source Currency,CHF,2016,Aug,1250
Comic Relief,,,,,Foundation,2014-2016,Pledge,Source Currency,GBP,2014,Mar,2000000
Other Private Sector,,,,,Private Sector & Nongovernment,2017-2019,Contribution,USD Equivalent,CHF,2017,Aug,978
Product (RED),,,,,Corporation,2006-2007,Contribution,Source Currency,USD,2006,Dec,11701736
Other Private Sector,,,,,Private Sector & Nongovernment,2014-2016,Contribution,Source Currency,CHF,2016,Nov,1200
Comic Relief,,,,,Foundation,2008-2010,Pledge,USD Equivalent,GBP,2010,Dec,310020
Gift from Africa,,,,,Corporation,2011-2013,Contribution,Source Currency,USD,2011,Dec,693333
United Nations Foundation,,,,,Private Sector & Nongovernment,2008-2010,Contribution,Source Currency,USD,2010,Dec,607409
United Methodist Church,,,,,Faith-Based Organization,2014-2016,Pledge,USD Equivalent,USD,2016,Sep,-6233147
Bill & Melinda Gates Foundation,,,,,Foundation,2008-2010,Pledge,USD Equivalent,USD,2009,Dec,100000000
Tahir Foundation,,,,,Individual,2017-2019,Pledge,Source Currency,IDR,2015,Mar,247359164706
Takeda Pharmaceutical,,,,,Corporation,2020-2022,Contribution,Source Currency,JPY,2021,Dec,188000000
Product (RED),,,,,Corporation,2020-2022,Contribution,Source Currency,USD,2022,May,3344675
Product (RED),,,,,Corporation,2014-2016,Contribution,Source Currency,USD,2016,Jun,2987464
Comic Relief,,,,,Foundation,2017-2019,Contribution,Source Currency,USD,2016,Sep,2600000
Bill & Melinda Gates Foundation,,,,,Foundation,2006-2007,Pledge,Source Currency,USD,2007,Dec,100000000
Plan International and Plan Canada,,,,,Private Sector & Nongovernment,2020-2022,Pledge,Source Currency,CAD,2019,Oct,3900000
Product (RED),,,,,Corporation,2014-2016,Contribution,USD Equivalent,USD,2014,Feb,3055134
Chevron Corporation,,,,,Corporation,2011-2013,Pledge,USD Equivalent,USD,2012,Dec,8000000
Idol Gives Back,,,,,Private Sector & Nongovernment,2008-2010,Pledge,USD Equivalent,USD,2008,Dec,3000000
Chevron Corporation,,,,,Corporation,2008-2010,Contribution,Source Currency,USD,2009,Dec,10000000
Comic Relief,,,,,Foundation,2014-2016,Contribution,USD Equivalent,GBP,2015,Aug,1309543.28
Product (RED),,,,,Corporation,2020-2022,Contribution,Source Currency,USD,2022,Mar,1216263
Other Private Sector,,,,,Private Sector & Nongovernment,2011-2013,Contribution,USD Equivalent,USD,2012,Dec,20834
Other Private Sector,,,,,Private Sector & Nongovernment,2017-2019,Pledge,USD Equivalent,USD,2018,Jul,2500000
Comic Relief,,,,,Foundation,2017-2019,Contribution,USD Equivalent,GBP,2020,May,784621.42
Product (RED),,,,,Corporation,2008-2010,Contribution,Source Currency,USD,2008,Dec,67971621
Takeda Pharmaceutical,,,,,Corporation,2014-2016,Contribution,USD Equivalent,JPY,2015,Mar,902879.45
Comic Relief,,,,,Foundation,2008-2010,Contribution,Source Currency,GBP,2009,Dec,1800000
Comic Relief,,,,,Foundation,2008-2010,Pledge,Source Currency,GBP,2009,Dec,1800000
Product (RED),,,,,Corporation,2017-2019,Contribution,USD Equivalent,USD,2018,May,4485944
Product (RED),,,,,Corporation,2014-2016,Contribution,USD Equivalent,USD,2014,Aug,2009968
Takeda Pharmaceutical,,,,,Corporation,2017-2019,Contribution,USD Equivalent,JPY,2017,Mar,921497.95
Product (RED),,,,,Corporation,2020-2022,Contribution,Source Currency,USD,2022,Apr,1211390
Product (RED),,,,,Corporation,2017-2019,Contribution,USD Equivalent,USD,2018,Dec,-10639370
Product (RED),,,,,Corporation,2020-2022,Contribution,USD Equivalent,USD,2020,May,3881157
Product (RED),,,,,Corporation,2020-2022,Contribution,Source Currency,USD,2021,Jan,164901
Product (RED),,,,,Corporation,2014-2016,Contribution,Source Currency,USD,2015,Nov,3859679
Goodbye Malaria - Sonhos Social Capital / Relate Trust ZA,,,,,Corporation,2020-2022,Contribution,USD Equivalent,USD,2021,Aug,350000
Children's Investment Fund Foundation,,,,,Foundation,2017-2019,Contribution,USD Equivalent,USD,2021,Dec,-69388.25
Product (RED),,,,,Corporation,2020-2022,Contribution,USD Equivalent,USD,2021,Feb,3875176
Gift from Africa,,,,,Corporation,2011-2013,Pledge,Source Currency,USD,2012,Dec,1000000
Comic Relief,,,,,Foundation,2017-2019,Contribution,USD Equivalent,GBP,2019,Mar,3269255.92
Comic Relief,,,,,Foundation,2014-2016,Pledge,Source Currency,GBP,2016,Sep,-1200000
Product (RED),,,,,Corporation,2017-2019,Contribution,USD Equivalent,USD,2018,Jul,73020
Comic Relief,,,,,Foundation,2017-2019,Contribution,Source Currency,USD,2018,Sep,300000
Other Private Sector,,,,,Private Sector & Nongovernment,2017-2019,Pledge,USD Equivalent,SGD,2016,Sep,5541190
Human Crescent,,,,,Private Sector & Nongovernment,2017-2019,Pledge,USD Equivalent,USD,2019,Sep,-2000000
Other Private Sector,,,,,Private Sector & Nongovernment,2014-2016,Contribution,USD Equivalent,CHF,2015,Dec,1457
Product (RED),,,,,Corporation,2017-2019,Contribution,USD Equivalent,USD,2017,Nov,10216
Other Private Sector,,,,,Private Sector & Nongovernment,2014-2016,Contribution,USD Equivalent,CHF,2014,Oct,1236
Product (RED),,,,,Corporation,2014-2016,Pledge,Source Currency,USD,2015,Dec,14500000
Product (RED),,,,,Corporation,2014-2016,Contribution,USD Equivalent,USD,2014,Mar,2409403
Bill & Melinda Gates Foundation,,,,,Foundation,2011-2013,Contribution,USD Equivalent,USD,2011,Dec,150000000
Comic Relief,,,,,Foundation,2008-2010,Contribution,Source Currency,GBP,2010,Dec,200000
Takeda Pharmaceutical,,,,,Corporation,2011-2013,Contribution,USD Equivalent,JPY,2011,Dec,1152360.78
Other Private Sector,,,,,Private Sector & Nongovernment,2011-2013,Contribution,Source Currency,USD,2012,Dec,20834
Other Private Sector,,,,,Private Sector & Nongovernment,2020-2022,Pledge,USD Equivalent,USD,2019,May,3000000
Product (RED),,,,,Corporation,2017-2019,Contribution,USD Equivalent,USD,2017,Feb,11187411
Goodbye Malaria - Sonhos Social Capital / Relate Trust ZA,,,,,Corporation,2017-2019,Contribution,Source Currency,USD,2018,Jun,700000
Tahir Foundation,,,,,Individual,2017-2019,Contribution,Source Currency,IDR,2019,Nov,26204077360
Munich Re,,,,,Corporation,2017-2019,Contribution,Source Currency,USD,2019,May,250500
Product (RED),,,,,Corporation,2020-2022,Contribution,Source Currency,USD,2021,Dec,739963
Comic Relief,,,,,Foundation,2017-2019,Pledge,USD Equivalent,USD,2016,Jun,3000000
Comic Relief,,,,,Foundation,2020-2022,Contribution,Source Currency,USD,2020,Oct,2260600
United Nations Foundation,,,,,Private Sector & Nongovernment,2014-2016,Pledge,Source Currency,USD,2016,Nov,41435
United Nations Foundation,,,,,Private Sector & Nongovernment,2014-2016,Contribution,Source Currency,USD,2016,Nov,41435
Other Private Sector,,,,,Private Sector & Nongovernment,2017-2019,Contribution,Source Currency,USD,2017,Mar,2178044
Co-Impact,,,,,Private Sector & Nongovernment,2017-2019,Contribution,Source Currency,USD,2021,Jun,1500000
Bill & Melinda Gates Foundation,,,,,Foundation,2008-2010,Contribution,Source Currency,USD,2008,Dec,100000000
Human Crescent,,,,,Private Sector & Nongovernment,2020-2022,Pledge,Source Currency,USD,2018,Sep,2000000
Comic Relief,,,,,Foundation,2017-2019,Contribution,USD Equivalent,USD,2018,Sep,300000
Other Private Sector,,,,,Private Sector & Nongovernment,2014-2016,Contribution,Source Currency,CHF,2014,Jul,1010
United Nations Foundation,,,,,Private Sector & Nongovernment,2008-2010,Contribution,USD Equivalent,USD,2010,Dec,607409
Product (RED),,,,,Corporation,2006-2007,Contribution,Source Currency,USD,2007,Dec,41992484
Standard Bank,,,,,Corporation,2017-2019,Contribution,USD Equivalent,USD,2019,Jun,5
Goodbye Malaria - Sonhos Social Capital / Relate Trust ZA,,,,,Corporation,2017-2019,Contribution,Source Currency,USD,2017,Nov,293098.96
Product (RED),,,,,Corporation,2020-2022,Contribution,Source Currency,USD,2021,Jun,108047
Takeda Pharmaceutical,,,,,Corporation,2014-2016,Contribution,Source Currency,JPY,2014,Mar,92500000
Product (RED),,,,,Corporation,2014-2016,Contribution,USD Equivalent,USD,2015,Apr,607282
Anglo American plc,,,,,Corporation,2011-2013,Pledge,Source Currency,USD,2011,Dec,1000000
Children's Investment Fund Foundation,,,,,Foundation,2017-2019,Contribution,USD Equivalent,USD,2019,Oct,228380
Product (RED),,,,,Corporation,2020-2022,Contribution,USD Equivalent,USD,2019,Jun,8331307
Catholic Relief Services,,,,,Foundation,2017-2019,Contribution,USD Equivalent,USD,2019,Jul,2500000
LMI (Lutheran Malaria Initiative),,,,,Faith-Based Organization,2011-2013,Contribution,Source Currency,USD,2011,Dec,338944
United Nations Foundation,,,,,Private Sector & Nongovernment,2001-2005,Contribution,Source Currency,USD,2002,Dec,3236804
Anglo American plc,,,,,Corporation,2011-2013,Pledge,USD Equivalent,USD,2013,Dec,1000000
Anglo American plc,,,,,Corporation,2011-2013,Contribution,USD Equivalent,USD,2012,Dec,1000000
United Nations Foundation,,,,,Private Sector & Nongovernment,2001-2005,Pledge,Source Currency,USD,2004,Dec,1683997
Product (RED),,,,,Corporation,2014-2016,Contribution,Source Currency,USD,2016,Jul,85439
Product (RED),,,,,Corporation,2014-2016,Contribution,USD Equivalent,USD,2015,Oct,244576
Other Private Sector,,,,,Private Sector & Nongovernment,2020-2022,Pledge,Source Currency,GBP,2019,Dec,0
Other Private Sector,,,,,Private Sector & Nongovernment,2014-2016,Contribution,Source Currency,CHF,2015,Oct,1270
Product (RED),,,,,Corporation,2014-2016,Contribution,Source Currency,USD,2015,Aug,2226258
Bill & Melinda Gates Foundation,,,,,Foundation,2020-2022,Contribution,Source Currency,USD,2022,Apr,1700000
Comic Relief,,,,,Foundation,2017-2019,Contribution,USD Equivalent,GBP,2017,Dec,2223094.02
Product (RED),,,,,Corporation,2020-2022,Contribution,Source Currency,USD,2021,Apr,61375
Product (RED),,,,,Corporation,2017-2019,Contribution,Source Currency,USD,2017,Feb,11187411
Standard Bank,,,,,Corporation,2017-2019,Contribution,Source Currency,USD,2018,Apr,104208
Tahir Foundation,,,,,Individual,2017-2019,Contribution,USD Equivalent,IDR,2018,Mar,1517405.07
Anglo American plc,,,,,Corporation,2011-2013,Contribution,USD Equivalent,USD,2011,Dec,1000000
Bill & Melinda Gates Foundation,,,,,Foundation,2017-2019,Contribution,USD Equivalent,USD,2018,Jan,4677750
Product (RED),,,,,Corporation,2014-2016,Contribution,USD Equivalent,USD,2016,Apr,110059
Comic Relief,,,,,Foundation,2014-2016,Contribution,Source Currency,GBP,2015,Oct,1000000
United Nations Foundation,,,,,Private Sector & Nongovernment,2014-2016,Pledge,USD Equivalent,USD,2015,Sep,73300
Munich Re,,,,,Corporation,2017-2019,Pledge,Source Currency,USD,2016,Aug,751500
Product (RED),,,,,Corporation,2020-2022,Contribution,USD Equivalent,USD,2020,Jun,162690
LMI (Lutheran Malaria Initiative),,,,,Faith-Based Organization,2011-2013,Contribution,Source Currency,USD,2012,Dec,423526
United Nations Foundation,,,,,Private Sector & Nongovernment,2014-2016,Pledge,Source Currency,USD,2014,Jul,101726
Bill & Melinda Gates Foundation,,,,,Foundation,2014-2016,Contribution,USD Equivalent,USD,2014,Jan,150000000
Other Private Sector,,,,,Private Sector & Nongovernment,2014-2016,Contribution,Source Currency,CHF,2015,Mar,1350
Other Private Sector,,,,,Private Sector & Nongovernment,2017-2019,Contribution,Source Currency,CHF,2018,Jul,580
Chevron Corporation,,,,,Corporation,2014-2016,Pledge,USD Equivalent,USD,2013,Dec,5000000
Communitas Foundation,,,,,Foundation,2008-2010,Contribution,USD Equivalent,USD,2008,Dec,1000000
Other Private Sector,,,,,Private Sector & Nongovernment,2017-2019,Contribution,USD Equivalent,CHF,2018,Apr,875
Other Private Sector,,,,,Private Sector & Nongovernment,2014-2016,Contribution,USD Equivalent,CHF,2014,Sep,1247
Gift from Africa,,,,,Corporation,2011-2013,Contribution,USD Equivalent,USD,2013,Dec,349917.13
Product (RED),,,,,Corporation,2020-2022,Contribution,Source Currency,USD,2020,Jan,3714581
Product (RED),,,,,Corporation,2020-2022,Contribution,Source Currency,USD,2021,Sep,2870029
United Nations Foundation,,,,,Private Sector & Nongovernment,2014-2016,Contribution,USD Equivalent,USD,2015,May,72485
Product (RED),,,,,Corporation,2014-2016,Contribution,USD Equivalent,USD,2015,Sep,157307
Comic Relief,,,,,Foundation,2020-2022,Contribution,USD Equivalent,GBP,2021,Oct,772004.65
Comic Relief,,,,,Foundation,2008-2010,Pledge,Source Currency,GBP,2010,Dec,200000
Product (RED),,,,,Corporation,2017-2019,Contribution,USD Equivalent,USD,2018,Aug,143218
Chevron Corporation,,,,,Corporation,2017-2019,Contribution,USD Equivalent,USD,2019,Sep,4000
Fondation Chanel,,,,,Foundation,2020-2022,Pledge,Source Currency,USD,2020,Sep,1500000
M∙A∙C AIDS Fund,,,,,Foundation,2014-2016,Contribution,Source Currency,USD,2014,Nov,2000000
Bill & Melinda Gates Foundation,,,,,Foundation,2017-2019,Pledge,Source Currency,USD,2020,Apr,-11216310
Cordaid,,,,,Private Sector & Nongovernment,2017-2019,Pledge,USD Equivalent,USD,2019,Oct,-5000000
Children's Investment Fund Foundation,,,,,Foundation,2014-2016,Pledge,Source Currency,USD,2015,Oct,10000000
Fondation Chanel,,,,,Foundation,2020-2022,Pledge,USD Equivalent,USD,2020,Sep,1500000
Children's Investment Fund Foundation,,,,,Foundation,2014-2016,Pledge,Source Currency,USD,2016,Dec,-3839943
Product (RED),,,,,Corporation,2014-2016,Contribution,Source Currency,USD,2015,Jan,1683293
United Methodist Church,,,,,Faith-Based Organization,2011-2013,Pledge,USD Equivalent,USD,2012,Dec,2200000
Product (RED),,,,,Corporation,2017-2019,Contribution,USD Equivalent,USD,2017,Apr,610352
Product (RED),,,,,Corporation,2017-2019,Pledge,Source Currency,USD,2016,Sep,100000000
Product (RED),,,,,Corporation,2014-2016,Contribution,Source Currency,USD,2014,Jul,303847
Goodbye Malaria - Sonhos Social Capital / Relate Trust ZA,,,,,Corporation,2020-2022,Contribution,Source Currency,USD,2020,Aug,89392.57
Human Crescent,,,,,Private Sector & Nongovernment,2017-2019,Pledge,USD Equivalent,USD,2018,Aug,2000000
Other Private Sector,,,,,Private Sector & Nongovernment,2017-2019,Contribution,Source Currency,USD,2018,Oct,22427
United Nations Foundation,,,,,Private Sector & Nongovernment,2020-2022,Pledge,Source Currency,USD,2020,Dec,11250
Other Private Sector,,,,,Private Sector & Nongovernment,2014-2016,Contribution,Source Currency,CHF,2015,Dec,1320
Comic Relief,,,,,Foundation,2008-2010,Contribution,USD Equivalent,GBP,2009,Dec,2984220
Bill & Melinda Gates Foundation,,,,,Foundation,2006-2007,Pledge,Source Currency,USD,2006,Dec,100000000
United Nations Foundation,,,,,Private Sector & Nongovernment,2011-2013,Pledge,Source Currency,USD,2012,Dec,588033
Product (RED),,,,,Corporation,2020-2022,Contribution,USD Equivalent,USD,2021,Apr,61375
Human Crescent,,,,,Private Sector & Nongovernment,2020-2022,Pledge,Source Currency,USD,2018,Aug,8000000
